22.208449,114.0311,1481389662.0,8
22.22313,114.1202,1481389652.0,56
22.248989,113.944586,1481389683.0,74
22.254273,113.863911,1481389692.0,35
22.444772,114.050984,1481389695.0,84
22.501909,114.099111,1481389724.0,74
22.203577,114.03268,1481389725.0,56
22.460669,113.995976,1481389728.0,79
22.444749,114.043923,1481389738.0,63
22.490708,114.094373,1481389739.0,111
22.454897,114.032122,1481389744.0,63
22.295615,113.914845,1481389757.0,58
22.294913,113.946816,1481389768.0,111
22.209204,114.029613,1481389780.0,12
22.48977,114.132834,1481389780.0,63
22.207822,114.027291,1481389783.0,35
22.478977,114.12884,1481389787.0,35
22.485136,114.122987,1481389788.0,63
22.271947,113.910942,1481389802.0,111
22.320505,113.940589,1481389823.0,58
22.223043,114.119643,1481389833.0,27
22.496293,114.141752,1481389837.0,124
22.209321,114.029985,1481389838.0,127
22.2049,114.030914,1481389845.0,74
22.206979,114.029335,1481389898.0,17
22.496909,114.115834,1481389903.0,102
22.504359,114.094652,1481389908.0,27
22.474127,114.011959,1481389915.0,55
22.49843,114.074212,1481389917.0,102
22.469968,114.089821,1481389919.0,35
22.470102,114.0652,1481389928.0,58
22.296414,113.949511,1481389995.0,27
22.29475,113.941705,1481389936.0,61
22.511737,114.122987,1481389955.0,27
22.494297,114.136736,1481389959.0,83
22.466271,114.013631,1481389976.0,147
22.508521000000002,114.100876,1481389977.0,27
22.296284,113.913916,1481389985.0,101
22.495773,114.071146,1481389989.0,102
22.4738,114.04894,1481390005.0,17
22.469692,114.067801,1481390008.0,114
22.291455,113.933712,1481390011.0,77
22.204013,114.03045,1481390022.0,17
22.457179,114.015397,1481390052.0,44
22.310417,113.935292,1481390137.0,114
22.212229,114.028127,1481390141.0,102
22.504257,114.103571,1481390155.0,84
22.503826,114.109052,1481390157.0,30
22.273424,113.932318,1481390165.0,79
22.480786,114.056652,1481390176.0,35
22.297759,113.920143,1481390177.0,27
22.452606,114.05498,1481390181.0,42
22.474793,114.143703,1481390190.0,79
22.222271,114.125124,1481390194.0,27
22.495831,114.117134,1481390197.0,38
22.218674,114.031565,1481390198.0,77
22.490929,114.101805,1481390200.0,47
22.461485,114.015211,1481390206.0,35
22.464705,114.054608,1481390227.0,102
22.229558,114.109795,1481390254.0,73
22.493431,114.11797,1481390266.0,127
22.200675,114.018277,1481390267.0,114
22.495148,114.108216,1481390272.0,83
22.507515,114.118807,1481390277.0,84
22.26963,113.908432,1481390282.0,35
22.476735,114.095023,1481390289.0,35
22.462794,114.031844,1481390295.0,74
22.299277,113.924976,1481390296.0,114
22.286179,113.923861,1481390299.0,27
22.450084,114.061019,1481390301.0,63
22.442064,114.054329,1481390303.0,58
22.279946,113.935292,1481390313.0,63
22.506339,114.093165,1481390315.0,35
22.217014,114.027105,1481390319.0,61
22.207401,114.02887,1481390320.0,138
22.201114,114.022737,1481390327.0,92
22.514289,114.126703,1481390332.0,35
22.257372,113.98659,1481390333.0,35
22.265133,114.00118,1481390336.0,35
22.512509,114.122523,1481390336.0,123
22.25511,113.955738,1481390338.0,102
22.46683,113.983431,1481390352.0,84
22.294437,113.900532,1481390357.0,35
22.48917,114.101341,1481390363.0,42
22.310927,113.935942,1481390370.0,27
22.262844,113.991237,1481390388.0,74
22.48447,114.075327,1481390404.0,35
22.459618,114.037604,1481390405.0,56
22.29462,113.924604,1481390416.0,74
22.245466,113.977855,1481390453.0,35
22.516194,114.110817,1481390454.0,127
22.500285,114.077929,1481390477.0,114
22.502156,114.124009,1481390484.0,88
22.497399,114.12596,1481390485.0,17
22.493793,114.134414,1481390488.0,109
22.492059,114.13655,1481390494.0,83
